period_utc,from_ba,to_ba,net_mwh
2026-06-12 23:00:00+00:00,MISO,SWPP,-946.9730279184294
2026-06-12 23:00:00+00:00,NEVP,CISO,-754.2737615688885
2026-06-12 23:00:00+00:00,NYIS,ISNE,834.7094555016906
2026-06-12 23:00:00+00:00,NYIS,PJM,872.7791106515117
2026-06-12 23:00:00+00:00,PACW,BPAT,743.4806133626155
2026-06-12 23:00:00+00:00,PJM,MISO,-892.6850064174412
2026-06-12 23:00:00+00:00,PJM,NYIS,-803.9497488919557
2026-06-12 23:00:00+00:00,SOCO,TVA,-692.2168823022951
2026-06-12 23:00:00+00:00,SWPP,ERCO,883.3529848144398
2026-06-12 23:00:00+00:00,SWPP,MISO,644.3958405429685
2026-06-12 23:00:00+00:00,TVA,SOCO,732.9806268664674
2026-06-12 23:00:00+00:00,WACM,AZPS,700.4621668044936
2026-06-13 00:00:00+00:00,AZPS,WACM,-840.6034885646162
2026-06-13 00:00:00+00:00,BANC,CISO,985.0474180962881
2026-06-13 00:00:00+00:00,BPAT,PACW,-1060.9516965998614
2026-06-13 00:00:00+00:00,CISO,BANC,-980.7437596423647
2026-06-13 00:00:00+00:00,CISO,LDWP,-937.1877666560378
2026-06-13 00:00:00+00:00,CISO,NEVP,913.6873662521543
2026-06-13 00:00:00+00:00,CPLE,DUK,852.5241608921921
2026-06-13 00:00:00+00:00,DUK,CPLE,-872.9150190169496
2026-06-13 00:00:00+00:00,ERCO,SWPP,-902.7599597628996
2026-06-13 00:00:00+00:00,ISNE,NYIS,-786.7868425321396
2026-06-13 00:00:00+00:00,LDWP,CISO,967.8121408176328
2026-06-13 00:00:00+00:00,MISO,PJM,920.9142609278081
2026-06-13 00:00:00+00:00,MISO,SWPP,-969.5158804082497
2026-06-13 00:00:00+00:00,NEVP,CISO,-852.9261155342439
2026-06-13 00:00:00+00:00,NYIS,ISNE,847.9279742001112
2026-06-13 00:00:00+00:00,NYIS,PJM,1217.4217416739302
2026-06-13 00:00:00+00:00,PACW,BPAT,801.8633570832543
2026-06-13 00:00:00+00:00,PJM,MISO,-899.8289272844669
2026-06-13 00:00:00+00:00,PJM,NYIS,-1105.5035965797001
2026-06-13 00:00:00+00:00,SOCO,TVA,-960.4809736744548
2026-06-13 00:00:00+00:00,SWPP,ERCO,1070.3580283054969
2026-06-13 00:00:00+00:00,SWPP,MISO,994.0483018547717
2026-06-13 00:00:00+00:00,TVA,SOCO,969.3058303395894
2026-06-13 00:00:00+00:00,WACM,AZPS,799.5320720344096
2026-06-13 01:00:00+00:00,AZPS,WACM,-1066.091766616694
2026-06-13 01:00:00+00:00,BANC,CISO,981.6220331991966
2026-06-13 01:00:00+00:00,BPAT,PACW,-1071.8684617356585
2026-06-13 01:00:00+00:00,CISO,BANC,-876.3376480579498
2026-06-13 01:00:00+00:00,CISO,LDWP,-1131.228740923099
2026-06-13 01:00:00+00:00,CISO,NEVP,1069.0560374295685
2026-06-13 01:00:00+00:00,CPLE,DUK,1031.1731058982916
2026-06-13 01:00:00+00:00,DUK,CPLE,-933.5533254358352
2026-06-13 01:00:00+00:00,ERCO,SWPP,-1152.9374129190949
2026-06-13 01:00:00+00:00,ISNE,NYIS,-1120.4342711799268
2026-06-13 01:00:00+00:00,LDWP,CISO,1047.2002487890668
2026-06-13 01:00:00+00:00,MISO,PJM,888.2523689705704
2026-06-13 01:00:00+00:00,MISO,SWPP,-989.5382793614126
2026-06-13 01:00:00+00:00,NEVP,CISO,-1031.1003358394587
2026-06-13 01:00:00+00:00,NYIS,ISNE,1055.5073988282572
2026-06-13 01:00:00+00:00,NYIS,PJM,1028.6581174332784
2026-06-13 01:00:00+00:00,PACW,BPAT,919.112734986621
2026-06-13 01:00:00+00:00,PJM,MISO,-962.8004462992639
2026-06-13 01:00:00+00:00,PJM,NYIS,-974.4471443869714
2026-06-13 01:00:00+00:00,SOCO,TVA,-1007.4407903386407
2026-06-13 01:00:00+00:00,SWPP,ERCO,959.7740553766857
2026-06-13 01:00:00+00:00,SWPP,MISO,970.9767455037319
2026-06-13 01:00:00+00:00,TVA,SOCO,1014.8239656425694
2026-06-13 01:00:00+00:00,WACM,AZPS,933.9468579979194
2026-06-13 02:00:00+00:00,AZPS,WACM,-1155.9607528884128
2026-06-13 02:00:00+00:00,BANC,CISO,975.5822217478126
2026-06-13 02:00:00+00:00,BPAT,PACW,-994.20906438467
2026-06-13 02:00:00+00:00,CISO,BANC,-983.8283769166768
2026-06-13 02:00:00+00:00,CISO,LDWP,-770.1238668911617
2026-06-13 02:00:00+00:00,CISO,NEVP,880.1221636090739
2026-06-13 02:00:00+00:00,CPLE,DUK,850.4573163277066
2026-06-13 02:00:00+00:00,DUK,CPLE,-1016.4787978801402
2026-06-13 02:00:00+00:00,ERCO,SWPP,-930.9438907902021
2026-06-13 02:00:00+00:00,ISNE,NYIS,-1004.7805687016812
2026-06-13 02:00:00+00:00,LDWP,CISO,770.7406782122052
2026-06-13 02:00:00+00:00,MISO,PJM,1047.684506140949
2026-06-13 02:00:00+00:00,MISO,SWPP,-1059.8611034148523
2026-06-13 02:00:00+00:00,NEVP,CISO,-1079.0066286797905
2026-06-13 02:00:00+00:00,NYIS,ISNE,1006.2399639920382
2026-06-13 02:00:00+00:00,NYIS,PJM,909.2558896321261
2026-06-13 02:00:00+00:00,PACW,BPAT,998.6665877977865
2026-06-13 02:00:00+00:00,PJM,MISO,-930.8146283735921
2026-06-13 02:00:00+00:00,PJM,NYIS,-1068.4495180022066
2026-06-13 02:00:00+00:00,SOCO,TVA,-1012.9818142249978
2026-06-13 02:00:00+00:00,SWPP,ERCO,955.9572908151979
2026-06-13 02:00:00+00:00,SWPP,MISO,928.8731764677553
2026-06-13 02:00:00+00:00,TVA,SOCO,889.7732423375073
2026-06-13 02:00:00+00:00,WACM,AZPS,832.5602494073032
2026-06-13 03:00:00+00:00,AZPS,WACM,-781.0655718160098
2026-06-13 03:00:00+00:00,BANC,CISO,863.8701142327243
2026-06-13 03:00:00+00:00,BPAT,PACW,-775.2089157103463
2026-06-13 03:00:00+00:00,CISO,BANC,-761.8266011651033
2026-06-13 03:00:00+00:00,CISO,LDWP,-823.5134537497454
2026-06-13 03:00:00+00:00,CISO,NEVP,971.1086052334597
2026-06-13 03:00:00+00:00,CPLE,DUK,938.3468870905557
2026-06-13 03:00:00+00:00,DUK,CPLE,-790.9937272135538
2026-06-13 03:00:00+00:00,ERCO,SWPP,-885.4176904604551
2026-06-13 03:00:00+00:00,ISNE,NYIS,-699.9315478663514
2026-06-13 03:00:00+00:00,LDWP,CISO,794.2638212773643
2026-06-13 03:00:00+00:00,MISO,PJM,858.4939993069064
2026-06-13 03:00:00+00:00,MISO,SWPP,-706.8129355923006
2026-06-13 03:00:00+00:00,NEVP,CISO,-936.705305888711
2026-06-13 03:00:00+00:00,NYIS,ISNE,993.5344152635723
2026-06-13 03:00:00+00:00,NYIS,PJM,739.5080428069105
2026-06-13 03:00:00+00:00,PACW,BPAT,839.7202284201915
2026-06-13 03:00:00+00:00,PJM,MISO,-876.3339762609673
2026-06-13 03:00:00+00:00,PJM,NYIS,-743.8301839999956
2026-06-13 03:00:00+00:00,SOCO,TVA,-936.2800996617501
2026-06-13 03:00:00+00:00,SWPP,ERCO,847.6815513666465
2026-06-13 03:00:00+00:00,SWPP,MISO,1016.5954598396429
2026-06-13 03:00:00+00:00,TVA,SOCO,819.6338820205291
2026-06-13 03:00:00+00:00,WACM,AZPS,828.041287221711
2026-06-13 04:00:00+00:00,AZPS,WACM,-568.4391738143153
2026-06-13 04:00:00+00:00,BANC,CISO,745.5046788458651
2026-06-13 04:00:00+00:00,BPAT,PACW,-537.3119294821087
2026-06-13 04:00:00+00:00,CISO,BANC,-549.2437867673401
2026-06-13 04:00:00+00:00,CISO,LDWP,-540.9844189206217
2026-06-13 04:00:00+00:00,CISO,NEVP,630.0329109835885
2026-06-13 04:00:00+00:00,CPLE,DUK,593.3886162315807
2026-06-13 04:00:00+00:00,DUK,CPLE,-663.9643687920094
2026-06-13 04:00:00+00:00,ERCO,SWPP,-534.0638960215534
2026-06-13 04:00:00+00:00,ISNE,NYIS,-514.4730637537768
2026-06-13 04:00:00+00:00,LDWP,CISO,493.0352234263818
2026-06-13 04:00:00+00:00,MISO,PJM,424.2049547909601
2026-06-13 04:00:00+00:00,MISO,SWPP,-595.0953014698227
2026-06-13 04:00:00+00:00,NEVP,CISO,-486.95474137807685
2026-06-13 04:00:00+00:00,NYIS,ISNE,547.5425580031819
2026-06-13 04:00:00+00:00,NYIS,PJM,376.3148752474335
2026-06-13 04:00:00+00:00,PACW,BPAT,615.6296378056309
2026-06-13 04:00:00+00:00,PJM,MISO,-767.873985099297
2026-06-13 04:00:00+00:00,PJM,NYIS,-453.8165760867586
2026-06-13 04:00:00+00:00,SOCO,TVA,-696.3829100348794
2026-06-13 04:00:00+00:00,SWPP,ERCO,604.0689881618367
2026-06-13 04:00:00+00:00,SWPP,MISO,578.7909965942439
2026-06-13 04:00:00+00:00,TVA,SOCO,307.8780985296029
2026-06-13 04:00:00+00:00,WACM,AZPS,556.6755005486115
2026-06-13 05:00:00+00:00,AZPS,WACM,-186.51178998806498
2026-06-13 05:00:00+00:00,BANC,CISO,275.88574260033494
2026-06-13 05:00:00+00:00,BPAT,PACW,-302.02570158209926
2026-06-13 05:00:00+00:00,CISO,BANC,-182.60595740399754
2026-06-13 05:00:00+00:00,CISO,LDWP,-121.36655745805521
2026-06-13 05:00:00+00:00,CISO,NEVP,210.368769936509
2026-06-13 05:00:00+00:00,CPLE,DUK,352.19235508518557
2026-06-13 05:00:00+00:00,DUK,CPLE,-366.0373848869448
2026-06-13 05:00:00+00:00,ERCO,SWPP,-302.2117163641455
2026-06-13 05:00:00+00:00,ISNE,NYIS,-160.23877350429808
2026-06-13 05:00:00+00:00,LDWP,CISO,257.0365627238603
2026-06-13 05:00:00+00:00,MISO,PJM,184.9187713284068
2026-06-13 05:00:00+00:00,MISO,SWPP,-124.82040098301866
2026-06-13 05:00:00+00:00,NEVP,CISO,-320.2040613209808
2026-06-13 05:00:00+00:00,NYIS,ISNE,382.20894369695856
2026-06-13 05:00:00+00:00,NYIS,PJM,354.94182947223055
2026-06-13 05:00:00+00:00,PACW,BPAT,189.98897730833983
2026-06-13 05:00:00+00:00,PJM,MISO,-246.63747432401664
2026-06-13 05:00:00+00:00,PJM,NYIS,-275.37456380574145
2026-06-13 05:00:00+00:00,SOCO,TVA,-329.2183586783898
2026-06-13 05:00:00+00:00,SWPP,ERCO,149.180074971499
2026-06-13 05:00:00+00:00,SWPP,MISO,145.9889930897498
2026-06-13 05:00:00+00:00,TVA,SOCO,210.30568922428876
2026-06-13 05:00:00+00:00,WACM,AZPS,325.387166492987
2026-06-13 06:00:00+00:00,AZPS,WACM,59.99316517674041
2026-06-13 06:00:00+00:00,BANC,CISO,-166.03658937564254
2026-06-13 06:00:00+00:00,BPAT,PACW,332.61903667116087
2026-06-13 06:00:00+00:00,CISO,BANC,241.65060166825742
2026-06-13 06:00:00+00:00,CISO,LDWP,57.3837445578777
2026-06-13 06:00:00+00:00,CISO,NEVP,-40.96914822227821
2026-06-13 06:00:00+00:00,CPLE,DUK,-176.50734778485605
2026-06-13 06:00:00+00:00,DUK,CPLE,18.885864573479452
2026-06-13 06:00:00+00:00,ERCO,SWPP,155.76245444023763
2026-06-13 06:00:00+00:00,ISNE,NYIS,85.52259640067186
2026-06-13 06:00:00+00:00,LDWP,CISO,-104.53404753159823
2026-06-13 06:00:00+00:00,MISO,PJM,-72.76297412214075
2026-06-13 06:00:00+00:00,MISO,SWPP,70.24680455521286
2026-06-13 06:00:00+00:00,NEVP,CISO,157.80376633114452
2026-06-13 06:00:00+00:00,NYIS,ISNE,-217.36207489007188
2026-06-13 06:00:00+00:00,NYIS,PJM,-14.734347920254862
2026-06-13 06:00:00+00:00,PACW,BPAT,-112.71072445532644
2026-06-13 06:00:00+00:00,PJM,MISO,-4.831899881650116
2026-06-13 06:00:00+00:00,PJM,NYIS,152.43025925212524
2026-06-13 06:00:00+00:00,SOCO,TVA,65.90438904289478
2026-06-13 06:00:00+00:00,SWPP,ERCO,-106.94365672228236
2026-06-13 06:00:00+00:00,SWPP,MISO,-130.93536349456375
2026-06-13 06:00:00+00:00,TVA,SOCO,-227.09405584150704
2026-06-13 06:00:00+00:00,WACM,AZPS,66.89010876158005
2026-06-13 07:00:00+00:00,AZPS,WACM,363.9156423684692
2026-06-13 07:00:00+00:00,BANC,CISO,-395.499535304831
2026-06-13 07:00:00+00:00,BPAT,PACW,498.6219025178658
2026-06-13 07:00:00+00:00,CISO,BANC,375.88840365779345
2026-06-13 07:00:00+00:00,CISO,LDWP,332.0718366942923
2026-06-13 07:00:00+00:00,CISO,NEVP,-442.83092130244404
2026-06-13 07:00:00+00:00,CPLE,DUK,-679.7803736217027
2026-06-13 07:00:00+00:00,DUK,CPLE,618.5707348183859
2026-06-13 07:00:00+00:00,ERCO,SWPP,241.38171601988762
2026-06-13 07:00:00+00:00,ISNE,NYIS,394.7575941056304
2026-06-13 07:00:00+00:00,LDWP,CISO,-526.2083532517408
2026-06-13 07:00:00+00:00,MISO,PJM,-264.71802819905326
2026-06-13 07:00:00+00:00,MISO,SWPP,436.81327463306405
2026-06-13 07:00:00+00:00,NEVP,CISO,558.1288264330631
2026-06-13 07:00:00+00:00,NYIS,ISNE,-719.4883673051822
2026-06-13 07:00:00+00:00,NYIS,PJM,-601.8485033809973
2026-06-13 07:00:00+00:00,PACW,BPAT,-434.4649865545797
2026-06-13 07:00:00+00:00,PJM,MISO,470.56356337090483
2026-06-13 07:00:00+00:00,PJM,NYIS,359.6329623192188
2026-06-13 07:00:00+00:00,SOCO,TVA,485.7645092532462
2026-06-13 07:00:00+00:00,SWPP,ERCO,-541.6878849621901
2026-06-13 07:00:00+00:00,SWPP,MISO,-452.9823005523616
2026-06-13 07:00:00+00:00,TVA,SOCO,-381.94759504178444
2026-06-13 07:00:00+00:00,WACM,AZPS,-509.79888607742635
2026-06-13 08:00:00+00:00,AZPS,WACM,881.340904875965
2026-06-13 08:00:00+00:00,BANC,CISO,-925.820249457761
2026-06-13 08:00:00+00:00,BPAT,PACW,868.0429183367409
2026-06-13 08:00:00+00:00,CISO,BANC,994.1156804599417
2026-06-13 08:00:00+00:00,CISO,LDWP,765.3230371670559
2026-06-13 08:00:00+00:00,CISO,NEVP,-902.5990175856192
2026-06-13 08:00:00+00:00,CPLE,DUK,-1077.1823061028792
2026-06-13 08:00:00+00:00,DUK,CPLE,823.154205728946
2026-06-13 08:00:00+00:00,ERCO,SWPP,956.3664416377567
2026-06-13 08:00:00+00:00,ISNE,NYIS,915.0979538973297
2026-06-13 08:00:00+00:00,LDWP,CISO,-810.7097649944731
2026-06-13 08:00:00+00:00,MISO,PJM,-890.5617151136667
2026-06-13 08:00:00+00:00,MISO,SWPP,907.5002386844203
2026-06-13 08:00:00+00:00,NEVP,CISO,806.3375537855496
2026-06-13 08:00:00+00:00,NYIS,ISNE,-824.0406395087821
2026-06-13 08:00:00+00:00,NYIS,PJM,-800.9580263403816
2026-06-13 08:00:00+00:00,PACW,BPAT,-860.1740495024062
2026-06-13 08:00:00+00:00,PJM,MISO,834.1588811942221
2026-06-13 08:00:00+00:00,PJM,NYIS,912.7250646447121
2026-06-13 08:00:00+00:00,SOCO,TVA,881.9855478724727
2026-06-13 08:00:00+00:00,SWPP,ERCO,-940.5000582943941
2026-06-13 08:00:00+00:00,SWPP,MISO,-1088.8016226812754
2026-06-13 08:00:00+00:00,TVA,SOCO,-945.8844271468591
2026-06-13 08:00:00+00:00,WACM,AZPS,-982.8551048352064
2026-06-13 09:00:00+00:00,AZPS,WACM,1085.3144061296239
2026-06-13 09:00:00+00:00,BANC,CISO,-1091.772961069264
2026-06-13 09:00:00+00:00,BPAT,PACW,1104.5591817340144
2026-06-13 09:00:00+00:00,CISO,BANC,1161.7935449823185
2026-06-13 09:00:00+00:00,CISO,LDWP,1300.0891086342592
2026-06-13 09:00:00+00:00,CISO,NEVP,-1207.358505078937
2026-06-13 09:00:00+00:00,CPLE,DUK,-1421.3392069149038
2026-06-13 09:00:00+00:00,DUK,CPLE,1217.159094173252
2026-06-13 09:00:00+00:00,ERCO,SWPP,1236.652443706904
2026-06-13 09:00:00+00:00,ISNE,NYIS,1230.8699023320983
2026-06-13 09:00:00+00:00,LDWP,CISO,-1338.2809790781278
2026-06-13 09:00:00+00:00,MISO,PJM,-1183.1512536340279
2026-06-13 09:00:00+00:00,MISO,SWPP,1339.385566950548
2026-06-13 09:00:00+00:00,NEVP,CISO,1059.4279903051781
2026-06-13 09:00:00+00:00,NYIS,ISNE,-1252.2104054733275
2026-06-13 09:00:00+00:00,NYIS,PJM,-1281.7783747191268
2026-06-13 09:00:00+00:00,PACW,BPAT,-1293.9355786563558
2026-06-13 09:00:00+00:00,PJM,MISO,1100.3183774569313
2026-06-13 09:00:00+00:00,PJM,NYIS,1216.256784695461
2026-06-13 09:00:00+00:00,SOCO,TVA,1356.2220016605559
2026-06-13 09:00:00+00:00,SWPP,ERCO,-1441.2544060173564
2026-06-13 09:00:00+00:00,SWPP,MISO,-1253.6104880440823
2026-06-13 09:00:00+00:00,TVA,SOCO,-1295.6208625136005
2026-06-13 09:00:00+00:00,WACM,AZPS,-1415.7950240281293
2026-06-13 10:00:00+00:00,AZPS,WACM,1483.9274943038204
2026-06-13 10:00:00+00:00,BANC,CISO,-1477.070526131353
2026-06-13 10:00:00+00:00,BPAT,PACW,1467.4963832855206
2026-06-13 10:00:00+00:00,CISO,BANC,1597.8992053086845
2026-06-13 10:00:00+00:00,CISO,LDWP,1630.496342418184
2026-06-13 10:00:00+00:00,CISO,NEVP,-1579.1628348793458
2026-06-13 10:00:00+00:00,CPLE,DUK,-1585.7701703439734
2026-06-13 10:00:00+00:00,DUK,CPLE,1529.2489765958096
2026-06-13 10:00:00+00:00,ERCO,SWPP,1614.518785069013
2026-06-13 10:00:00+00:00,ISNE,NYIS,1522.5745511011671
2026-06-13 10:00:00+00:00,LDWP,CISO,-1465.211495827659
2026-06-13 10:00:00+00:00,MISO,PJM,-1703.7152609692107
2026-06-13 10:00:00+00:00,MISO,SWPP,1469.405748697075
2026-06-13 10:00:00+00:00,NEVP,CISO,1519.1767194174552
2026-06-13 10:00:00+00:00,NYIS,ISNE,-1629.3734604210683
2026-06-13 10:00:00+00:00,NYIS,PJM,-1395.3006965225359
2026-06-13 10:00:00+00:00,PACW,BPAT,-1488.2611208598769
2026-06-13 10:00:00+00:00,PJM,MISO,1565.042512535202
2026-06-13 10:00:00+00:00,PJM,NYIS,1674.0151696823696
2026-06-13 10:00:00+00:00,SOCO,TVA,1531.9527299071624
2026-06-13 10:00:00+00:00,SWPP,ERCO,-1485.1285740173669
2026-06-13 10:00:00+00:00,SWPP,MISO,-1596.9263013304515
2026-06-13 10:00:00+00:00,TVA,SOCO,-1663.1574408802128
2026-06-13 10:00:00+00:00,WACM,AZPS,-1765.7612206848519
2026-06-13 11:00:00+00:00,AZPS,WACM,1807.3574772688255
2026-06-13 11:00:00+00:00,BANC,CISO,-1771.567771264388
2026-06-13 11:00:00+00:00,BPAT,PACW,1882.5964678172236
2026-06-13 11:00:00+00:00,CISO,BANC,1792.5668547340165
2026-06-13 11:00:00+00:00,CISO,LDWP,2014.9820696776073
2026-06-13 11:00:00+00:00,CISO,NEVP,-1761.019969242766
2026-06-13 11:00:00+00:00,CPLE,DUK,-1845.52011557469
2026-06-13 11:00:00+00:00,DUK,CPLE,1806.4765764081003
2026-06-13 11:00:00+00:00,ERCO,SWPP,1933.0668735429845
2026-06-13 11:00:00+00:00,ISNE,NYIS,1852.056612340608
2026-06-13 11:00:00+00:00,LDWP,CISO,-1849.9388349397725
2026-06-13 11:00:00+00:00,MISO,PJM,-1961.8628156896054
2026-06-13 11:00:00+00:00,MISO,SWPP,1611.3230451033332
2026-06-13 11:00:00+00:00,NEVP,CISO,1873.7834528592764
2026-06-13 11:00:00+00:00,NYIS,ISNE,-1722.970466191382
2026-06-13 11:00:00+00:00,NYIS,PJM,-1699.1938093862648
2026-06-13 11:00:00+00:00,PACW,BPAT,-1798.2536058608014
2026-06-13 11:00:00+00:00,PJM,MISO,1788.4318340821324
2026-06-13 11:00:00+00:00,PJM,NYIS,1815.6673318273176
2026-06-13 11:00:00+00:00,SOCO,TVA,1818.421523641211
2026-06-13 11:00:00+00:00,SWPP,ERCO,-1675.379464269663
2026-06-13 11:00:00+00:00,SWPP,MISO,-1761.303177548556
2026-06-13 11:00:00+00:00,TVA,SOCO,-1830.5903414692093
2026-06-13 11:00:00+00:00,WACM,AZPS,-1630.4402438638597
2026-06-13 12:00:00+00:00,AZPS,WACM,1973.401058398378
2026-06-13 12:00:00+00:00,BANC,CISO,-1776.6150381979971
2026-06-13 12:00:00+00:00,BPAT,PACW,1930.7236286265643
2026-06-13 12:00:00+00:00,CISO,BANC,1809.1465210385918
2026-06-13 12:00:00+00:00,CISO,LDWP,1880.3070956427728
2026-06-13 12:00:00+00:00,CISO,NEVP,-1983.5360137002403
2026-06-13 12:00:00+00:00,CPLE,DUK,-2047.2218853940294
2026-06-13 12:00:00+00:00,DUK,CPLE,1956.6390865745911
2026-06-13 12:00:00+00:00,ERCO,SWPP,1950.064196008705
2026-06-13 12:00:00+00:00,ISNE,NYIS,1958.4008899723417
2026-06-13 12:00:00+00:00,LDWP,CISO,-2103.0961768921293
2026-06-13 12:00:00+00:00,MISO,PJM,-2012.2199150449944
2026-06-13 12:00:00+00:00,MISO,SWPP,2029.7774401499387
2026-06-13 12:00:00+00:00,NEVP,CISO,2045.073296849966
2026-06-13 12:00:00+00:00,NYIS,ISNE,-2159.003356055743
2026-06-13 12:00:00+00:00,NYIS,PJM,-1942.6805980896677
2026-06-13 12:00:00+00:00,PACW,BPAT,-2076.972195783153
2026-06-13 12:00:00+00:00,PJM,MISO,2041.014244898637
2026-06-13 12:00:00+00:00,PJM,NYIS,2046.9322888343827
2026-06-13 12:00:00+00:00,SOCO,TVA,2002.336175928054
2026-06-13 12:00:00+00:00,SWPP,ERCO,-1851.0975783308656
2026-06-13 12:00:00+00:00,SWPP,MISO,-1902.9325741470639
2026-06-13 12:00:00+00:00,TVA,SOCO,-1876.4289737732825
2026-06-13 12:00:00+00:00,WACM,AZPS,-1877.304763730515
2026-06-13 13:00:00+00:00,AZPS,WACM,2043.1512985700006
2026-06-13 13:00:00+00:00,BANC,CISO,-2135.6869690615436
2026-06-13 13:00:00+00:00,BPAT,PACW,1994.9058837428445
2026-06-13 13:00:00+00:00,CISO,BANC,2011.7476269718466
2026-06-13 13:00:00+00:00,CISO,LDWP,1783.6661649119715
2026-06-13 13:00:00+00:00,CISO,NEVP,-1953.0515653509642
2026-06-13 13:00:00+00:00,CPLE,DUK,-2006.1233738783421
2026-06-13 13:00:00+00:00,DUK,CPLE,2027.515410072861
2026-06-13 13:00:00+00:00,ERCO,SWPP,2022.2506317653551
2026-06-13 13:00:00+00:00,ISNE,NYIS,1963.414193577253
2026-06-13 13:00:00+00:00,LDWP,CISO,-2049.949359754057
2026-06-13 13:00:00+00:00,MISO,PJM,-2153.7677443919893
2026-06-13 13:00:00+00:00,MISO,SWPP,2067.180260185925
2026-06-13 13:00:00+00:00,NEVP,CISO,2051.3821858756933
2026-06-13 13:00:00+00:00,NYIS,ISNE,-2103.3723440496706
2026-06-13 13:00:00+00:00,NYIS,PJM,-1949.1819271131342
2026-06-13 13:00:00+00:00,PACW,BPAT,-2143.1524338706845
2026-06-13 13:00:00+00:00,PJM,MISO,2032.4189803970096
2026-06-13 13:00:00+00:00,PJM,NYIS,2014.2932752602362
2026-06-13 13:00:00+00:00,SOCO,TVA,2091.3940843766786
2026-06-13 13:00:00+00:00,SWPP,ERCO,-1966.0523829862832
2026-06-13 13:00:00+00:00,SWPP,MISO,-1923.0667415376843
2026-06-13 13:00:00+00:00,TVA,SOCO,-2155.117734523841
2026-06-13 13:00:00+00:00,WACM,AZPS,-2061.661586510332
2026-06-13 14:00:00+00:00,AZPS,WACM,1947.6589751552597
2026-06-13 14:00:00+00:00,BANC,CISO,-1949.9995681475477
2026-06-13 14:00:00+00:00,BPAT,PACW,2061.4388666378104
2026-06-13 14:00:00+00:00,CISO,BANC,1929.4096385048056
2026-06-13 14:00:00+00:00,CISO,LDWP,1955.2183386101726
2026-06-13 14:00:00+00:00,CISO,NEVP,-1919.0503848697394
2026-06-13 14:00:00+00:00,CPLE,DUK,-1829.5783287120819
2026-06-13 14:00:00+00:00,DUK,CPLE,1983.0750973970773
2026-06-13 14:00:00+00:00,ERCO,SWPP,1878.4988851513904
2026-06-13 14:00:00+00:00,ISNE,NYIS,2075.8470633999787
2026-06-13 14:00:00+00:00,LDWP,CISO,-2001.688267977975
2026-06-13 14:00:00+00:00,MISO,PJM,-1894.4517659743187
2026-06-13 14:00:00+00:00,MISO,SWPP,1969.831228155191
2026-06-13 14:00:00+00:00,NEVP,CISO,1888.5006892043298
2026-06-13 14:00:00+00:00,NYIS,ISNE,-1674.4547785947875
2026-06-13 14:00:00+00:00,NYIS,PJM,-1985.3351421949344
2026-06-13 14:00:00+00:00,PACW,BPAT,-1807.8129592837224
2026-06-13 14:00:00+00:00,PJM,MISO,1917.2208783018061
2026-06-13 14:00:00+00:00,PJM,NYIS,1960.1030018845897
2026-06-13 14:00:00+00:00,SOCO,TVA,2029.5675033609916
2026-06-13 14:00:00+00:00,SWPP,ERCO,-2010.7266242659778
2026-06-13 14:00:00+00:00,SWPP,MISO,-1857.4586090952048
2026-06-13 14:00:00+00:00,TVA,SOCO,-1923.6392340218067
2026-06-13 14:00:00+00:00,WACM,AZPS,-1963.2096534254088
2026-06-13 15:00:00+00:00,AZPS,WACM,1910.6934211680593
2026-06-13 15:00:00+00:00,BANC,CISO,-1844.6018540020777
2026-06-13 15:00:00+00:00,BPAT,PACW,1852.5694276639786
2026-06-13 15:00:00+00:00,CISO,BANC,1816.8595474489712
2026-06-13 15:00:00+00:00,CISO,LDWP,1736.6004824060792
2026-06-13 15:00:00+00:00,CISO,NEVP,-1790.1811763934809
2026-06-13 15:00:00+00:00,CPLE,DUK,-1779.7831955504057
2026-06-13 15:00:00+00:00,DUK,CPLE,1807.223088147048
2026-06-13 15:00:00+00:00,ERCO,SWPP,1760.9099981298302
2026-06-13 15:00:00+00:00,ISNE,NYIS,1732.6117432573694
2026-06-13 15:00:00+00:00,LDWP,CISO,-1712.7425095842943
2026-06-13 15:00:00+00:00,MISO,PJM,-1841.5779199552596
2026-06-13 15:00:00+00:00,MISO,SWPP,1910.8150036216482
2026-06-13 15:00:00+00:00,NEVP,CISO,1919.749436971186
2026-06-13 15:00:00+00:00,NYIS,ISNE,-1934.5734971917786
2026-06-13 15:00:00+00:00,NYIS,PJM,-1795.0983947939837
2026-06-13 15:00:00+00:00,PACW,BPAT,-1768.0248979756182
2026-06-13 15:00:00+00:00,PJM,MISO,1650.7609765952548
2026-06-13 15:00:00+00:00,PJM,NYIS,1769.3960241944296
2026-06-13 15:00:00+00:00,SOCO,TVA,1771.4096326120962
2026-06-13 15:00:00+00:00,SWPP,ERCO,-1906.4055039826926
2026-06-13 15:00:00+00:00,SWPP,MISO,-1865.2944045799788
2026-06-13 15:00:00+00:00,TVA,SOCO,-2076.894723718802
2026-06-13 15:00:00+00:00,WACM,AZPS,-1774.3216748034877
2026-06-13 16:00:00+00:00,AZPS,WACM,1383.2899758335395
2026-06-13 16:00:00+00:00,BANC,CISO,-1610.946514028628
2026-06-13 16:00:00+00:00,BPAT,PACW,1453.9700110314402
2026-06-13 16:00:00+00:00,CISO,BANC,1764.1288544405122
2026-06-13 16:00:00+00:00,CISO,LDWP,1724.0990719914146
